20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
20000 1000
